;idade;perfil;renda_sm;ticket_medio
24490;31;c;4.2;107.37
24491;28;c;6.0;170.11
24492;34;b;3.6;152.59
24493;32;c;5.7;100.54
24494;34;c;7.2;103.44
24495;25;c;4.8;95.12
24496;30;c;4.8;104.65
24497;25;c;6.9;118.9
24498;22;b;5.1;128.0
24499;31;c;6.3;100.13
24500;24;b;3.9;149.98
24501;28;b;3.3;125.58
24502;27;c;4.2;131.18
24503;33;c;5.1;138.2
24504;23;a;0.6;446.58
24505;36;c;4.5;110.75
24506;34;b;3.0;157.33
24507;39;a;1.8;270.41
24508;29;c;4.2;118.84
24509;31;c;5.1;90.98
24510;28;b;3.6;173.08
24511;31;b;4.8;179.63
24512;40;a;0.9;286.16
24513;34;c;7.2;81.9
24514;30;b;3.6;137.96
24515;26;b;3.9;201.76
24516;28;c;7.5;105.71
24517;25;c;6.6;136.87
24518;31;b;5.4;181.03
24519;20;b;5.1;133.53
24520;27;c;4.2;129.19
24521;30;c;5.4;144.54
24522;28;c;5.4;141.71
24523;36;c;5.7;118.7
24524;33;c;6.0;138.5
24525;27;c;6.9;125.9
24526;26;c;4.5;92.63
24527;29;c;5.1;102.19
24528;22;c;7.5;126.73
24529;33;c;7.2;151.81
24530;27;c;6.6;96.78
24531;33;c;4.5;132.36
24532;33;c;4.5;86.77
24533;32;c;4.5;95.49
24534;30;c;5.1;140.0
24535;33;c;5.4;93.43
24536;32;c;7.2;133.73
24537;30;c;7.5;131.94
24538;28;b;3.6;133.84
24539;24;b;5.1;199.7
24540;32;c;6.9;92.21
24541;27;c;4.2;103.53
24542;30;c;6.0;106.66
24543;31;c;6.9;133.54
24544;41;a;0.6;377.31
24545;28;b;5.1;127.28
24546;36;c;6.6;117.2
24547;34;b;3.0;133.19
24548;28;c;4.8;84.6
24549;33;c;6.3;119.11
24550;22;c;4.8;89.35
24551;28;b;3.3;124.33
24552;34;c;5.7;110.28
24553;30;c;4.5;134.08
24554;37;a;0.3;362.4
24555;22;b;4.5;139.69
24556;30;c;4.8;126.48
24557;24;b;3.3;208.7
24558;25;b;3.6;123.93
24559;22;b;4.2;110.44
24560;28;b;4.8;132.93
24561;34;c;6.3;93.38
24562;22;b;3.6;105.28
24563;20;b;3.0;110.88
24564;20;b;4.2;110.18
24565;32;c;7.5;100.3
24566;26;c;5.7;97.59
24567;32;c;4.8;84.95
24568;31;c;5.4;106.94
24569;26;c;6.0;109.06
24570;26;c;7.5;132.16
24571;28;b;3.6;182.79
24572;33;c;4.5;144.0
24573;28;c;6.3;106.55
24574;38;c;5.7;117.1
24575;36;c;7.2;122.88
24576;35;a;0.6;474.91
24577;36;c;4.8;124.86
24578;33;a;1.8;259.53
24579;38;c;4.8;165.62
24580;22;c;5.7;111.71
24581;29;a;0.9;496.18
24582;38;a;1.8;428.23
24583;28;c;5.7;121.25
24584;28;b;4.8;133.55
24585;36;c;5.7;124.52
24586;33;b;4.8;158.9
24587;34;c;7.2;133.53
24588;31;b;4.8;201.66
24589;36;c;5.1;117.12
24590;32;a;0.9;380.71
24591;25;b;3.9;131.38
24592;38;c;4.2;125.22
24593;32;c;7.5;103.25
24594;36;c;6.9;105.6
24595;22;c;6.3;106.76
24596;34;c;6.0;116.55
24597;34;c;7.5;110.54
24598;28;c;5.7;122.6
24599;23;b;4.2;180.79
24600;22;b;5.1;158.64
24601;20;b;3.3;205.97
24602;20;b;5.4;121.93
24603;22;b;3.6;182.37
24604;44;a;1.8;346.94
24605;32;c;4.5;124.36
24606;30;b;4.5;161.03
24607;25;b;4.8;123.58
24608;25;c;5.1;104.44
24609;36;c;5.7;113.36
24610;22;b;4.5;159.86
24611;38;c;6.3;108.09
24612;36;c;4.2;123.61
24613;33;c;4.8;111.94
24614;27;c;6.0;94.78
24615;31;c;5.1;113.13
24616;30;c;7.5;127.88
24617;36;c;7.2;94.49
24618;32;a;1.8;574.5
24619;41;a;0.6;441.5
24620;32;c;7.2;101.61
24621;20;b;5.1;111.51
24622;22;b;4.2;117.04
24623;28;b;5.1;130.91
24624;33;b;5.1;158.27
24625;25;c;6.6;140.08
24626;26;c;7.2;121.6
24627;27;c;4.5;103.77
24628;25;b;3.3;129.4
24629;29;a;1.5;387.23
24630;23;b;5.1;156.56
24631;27;c;6.0;100.52
24632;33;b;3.0;149.74
24633;34;a;1.5;260.63
24634;25;c;7.5;115.92
24635;27;c;6.0;166.13
24636;27;c;6.9;111.07
24637;31;b;3.9;103.69
24638;31;c;5.1;147.0
24639;28;b;3.9;133.16
24640;28;c;7.5;116.64
24641;32;a;0.3;290.73
24642;25;b;3.3;123.04
24643;25;b;5.1;125.25
24644;38;c;5.7;103.93
24645;30;c;7.2;85.02
24646;31;b;4.8;176.09
24647;32;b;3.9;179.33
24648;32;b;4.8;146.27
24649;25;c;7.2;107.91
24650;38;c;5.7;127.02
24651;31;b;4.5;155.58
24652;29;b;3.3;134.67
24653;31;c;4.5;97.49
24654;31;b;4.2;193.06
24655;23;a;0.9;393.62
24656;33;b;4.8;145.74
24657;31;b;3.6;162.7
24658;33;c;4.5;133.74
24659;28;c;5.4;123.98
24660;29;b;3.0;167.97
24661;24;b;4.2;152.72
24662;25;b;3.0;128.19
24663;29;c;4.2;106.0
24664;33;b;4.5;144.77
24665;22;b;3.0;139.28
24666;30;a;1.2;452.54
24667;24;b;3.6;150.19
24668;38;c;7.5;128.81
24669;27;b;3.9;115.23
24670;22;c;6.9;95.56
24671;29;a;0.6;350.29
24672;27;c;6.9;126.95
24673;38;c;6.3;87.49
24674;34;b;4.2;95.03
24675;32;b;5.1;164.58
24676;24;b;4.2;135.49
24677;33;c;4.5;116.02
24678;39;a;0.6;255.32
24679;20;b;3.3;182.48
24680;23;b;5.4;226.77
24681;26;c;6.3;73.88
24682;27;b;5.1;151.71
24683;28;c;6.9;86.79
24684;25;c;6.0;118.06
24685;26;b;3.6;169.15
24686;33;c;4.8;109.85
24687;36;c;7.2;104.75
24688;22;c;7.2;105.83
24689;31;c;4.8;151.98
24690;32;b;4.2;124.28
24691;20;b;4.2;187.19
24692;24;b;3.0;126.96
24693;29;c;6.0;89.05
24694;34;c;5.4;103.3
24695;27;c;4.5;132.82
24696;31;c;4.8;128.27
24697;34;c;7.2;118.13
24698;32;c;6.0;117.45
24699;32;c;6.0;131.64
24700;34;c;6.0;126.91
24701;36;c;4.8;124.69
24702;25;b;4.2;171.76
24703;30;b;3.9;136.78
24704;29;b;4.8;170.1
24705;33;c;5.1;133.59
24706;32;b;5.4;169.32
24707;32;c;6.9;140.22
24708;34;a;1.5;377.75
24709;25;b;5.1;150.83
24710;22;b;4.2;116.95
24711;20;b;3.0;234.53
24712;25;b;4.5;160.0
24713;33;b;4.2;92.0
24714;30;b;5.1;142.89
24715;29;c;4.2;105.67
24716;33;c;6.6;101.12
24717;29;c;4.5;130.75
24718;33;c;5.1;121.47
24719;34;c;7.5;127.15
24720;30;c;4.5;92.9
24721;38;a;0.3;239.37
24722;32;a;0.6;334.29
24723;22;c;5.4;112.86
24724;26;b;4.2;111.48
24725;38;a;0.3;258.71
24726;25;b;4.2;121.47
24727;28;b;4.8;214.18
24728;20;b;3.0;189.45
24729;28;c;6.9;117.62
24730;24;b;3.3;142.4
24731;28;b;4.2;118.78
24732;24;b;3.3;165.82
24733;22;b;5.4;158.42
24734;40;a;1.2;273.37
24735;22;b;4.2;117.85
24736;27;b;5.1;148.89
24737;28;c;7.2;123.55
24738;26;c;7.2;121.31
24739;22;b;4.8;160.08
24740;25;b;3.6;129.25
24741;31;c;6.3;129.39
24742;22;c;5.1;108.0
24743;28;c;6.0;109.26
24744;38;c;6.6;92.38
24745;29;c;7.5;128.02
24746;32;c;7.5;126.55
24747;32;c;6.3;99.94
24748;22;c;4.8;109.04
24749;39;a;1.5;462.17
24750;29;b;3.9;166.1
24751;38;c;5.4;112.69
24752;23;b;3.6;160.86
24753;28;c;7.2;114.31
24754;27;c;6.0;122.1
24755;38;c;7.2;129.03
24756;36;c;7.2;94.98
24757;34;c;6.9;99.35
24758;36;c;7.2;98.83
24759;38;c;6.0;101.39
24760;34;c;6.9;129.08
24761;34;c;7.5;88.95
24762;38;c;5.4;102.03
24763;34;c;5.1;121.17
24764;38;c;5.1;106.74
24765;33;b;3.6;118.94
24766;29;b;5.1;135.65
24767;38;c;7.5;93.59
24768;32;b;5.1;163.96
24769;30;c;7.2;125.02
24770;20;b;3.6;117.45
24771;38;a;0.3;311.73
24772;26;c;5.1;104.68
24773;40;a;1.8;471.2
24774;38;c;6.3;162.92
24775;22;b;3.0;137.83
24776;27;c;6.3;102.82
24777;24;b;5.1;150.69
24778;36;c;4.2;93.89
24779;33;b;3.0;146.84
24780;40;a;1.8;426.67
24781;24;b;5.4;141.73
24782;35;a;0.3;354.67
24783;25;c;6.3;113.8
24784;20;b;5.1;110.0
24785;25;b;4.8;128.43
24786;34;c;6.6;142.16
24787;33;c;6.3;98.52
24788;31;c;6.6;97.44
24789;31;b;3.9;147.8
24790;32;c;6.9;117.55
24791;29;c;4.5;123.11
24792;25;c;7.2;134.56
24793;30;c;6.9;96.56
24794;36;c;4.2;120.96
24795;31;c;7.2;122.47
24796;22;b;4.2;115.51
24797;42;a;1.2;403.31
24798;26;b;4.8;129.42
24799;34;b;4.8;186.83
24800;26;c;7.2;104.22
24801;30;c;5.4;133.02
24802;31;c;6.9;119.98
24803;24;b;3.9;147.25
24804;33;c;7.2;107.99
24805;33;b;3.6;110.61
24806;38;c;4.8;105.5
24807;34;c;5.4;144.39
24808;26;b;4.8;150.46
24809;34;b;4.2;108.46
24810;34;c;6.6;101.31
24811;28;c;5.4;135.59
24812;28;b;5.1;184.84
24813;34;b;4.8;143.72
24814;32;c;5.4;118.62
24815;22;c;5.1;117.58
24816;25;b;3.0;114.91
24817;26;b;5.1;161.36
24818;28;c;4.2;117.21
24819;34;c;6.0;153.17
24820;33;c;4.8;118.71
24821;29;b;4.2;158.92
24822;28;b;5.4;104.06
24823;30;c;4.2;95.19
24824;22;b;5.1;167.82
24825;32;c;5.1;108.31
24826;27;b;4.5;151.32
24827;33;c;6.3;133.92
24828;29;c;7.2;147.39
24829;36;c;7.2;130.07
24830;33;c;4.8;103.26
24831;25;c;6.6;155.04
24832;31;c;4.8;103.58
24833;30;b;4.8;159.82
24834;40;a;1.8;585.1
24835;22;c;6.9;115.21
24836;22;b;3.3;132.07
24837;25;b;4.5;138.38
24838;38;c;4.2;92.73
24839;32;c;5.1;86.84
24840;29;c;4.5;125.88
24841;34;c;5.7;113.44
24842;27;b;4.8;142.12
24843;34;c;4.2;116.14
24844;38;c;6.3;165.96
24845;34;c;6.3;121.22
24846;26;c;7.5;116.5
24847;22;b;5.1;153.88
24848;29;b;3.0;135.59
24849;28;c;7.2;114.98
24850;28;b;5.1;140.59
24851;29;c;4.5;127.37
24852;30;c;4.8;117.07
24853;20;b;4.5;115.13
24854;34;a;0.3;468.91
24855;30;c;6.0;111.01
24856;28;c;6.6;103.27
24857;25;c;5.4;116.23
24858;28;c;6.9;113.02
24859;20;b;3.9;133.78
24860;36;c;7.5;115.61
24861;24;b;4.2;201.6
24862;22;c;5.7;106.75
24863;34;b;4.2;83.87
24864;28;c;7.2;96.1
24865;29;b;3.6;135.08
24866;38;c;6.0;143.67
24867;31;b;3.9;116.29
24868;26;b;3.0;134.84
24869;28;c;6.6;124.22
24870;34;a;1.2;344.0
24871;24;b;3.3;102.39
24872;33;c;6.3;113.77
24873;34;c;6.6;119.4
24874;25;b;4.8;118.91
24875;34;c;6.3;115.58
24876;24;b;4.5;157.24
24877;34;c;5.1;136.3
24878;32;b;5.4;173.0
24879;33;c;5.4;114.83
24880;33;b;4.5;183.89
24881;32;c;6.9;118.07
24882;38;c;7.5;149.27
24883;33;c;4.8;86.53
24884;27;b;3.0;153.14
24885;25;b;4.8;145.24
24886;30;c;7.5;153.09
24887;33;c;5.4;112.19
24888;20;b;4.8;112.0
24889;25;c;5.7;151.22
24890;27;b;3.9;118.84
24891;32;c;6.3;142.96
24892;29;b;4.8;164.74
24893;38;c;4.5;109.26
24894;22;b;4.8;154.43
24895;29;b;4.8;191.37
24896;27;c;7.2;146.92
24897;31;c;4.8;112.06
24898;33;c;5.7;100.7
24899;20;b;3.9;159.77
24900;30;c;5.7;105.11
24901;23;b;4.5;152.74
24902;34;b;4.2;127.79
24903;36;c;6.3;148.82
24904;25;b;3.9;154.98
24905;33;b;3.9;187.97
24906;25;b;4.5;130.75
24907;29;c;6.6;133.74
24908;29;c;5.7;124.82
24909;41;a;0.3;334.43
24910;32;c;4.8;123.95
24911;41;a;1.5;446.46
24912;32;a;1.2;437.7
24913;27;c;6.6;125.59
24914;22;c;6.9;105.83
24915;22;b;4.5;179.76
24916;30;b;3.6;130.63
24917;33;a;0.9;290.68
24918;34;c;4.8;113.34
24919;28;c;5.7;93.44
24920;28;b;3.0;158.88
24921;22;b;4.8;143.27
24922;22;b;4.8;147.69
24923;36;c;6.9;104.47
24924;27;b;3.6;144.07
24925;28;c;4.5;141.46
24926;34;c;5.4;99.18
24927;34;c;7.2;122.35
24928;31;b;3.9;126.47
24929;28;b;3.3;166.72
24930;38;a;1.5;381.87
24931;27;c;6.9;136.54
24932;26;c;5.4;128.02
24933;25;c;6.9;97.25
24934;22;b;3.9;181.57
24935;32;b;3.9;105.45
24936;25;b;4.5;115.72
24937;28;c;4.5;114.54
24938;27;c;6.0;130.55
24939;32;c;6.3;130.4
24940;38;c;4.5;132.09
24941;36;c;5.4;122.92
24942;31;c;5.1;132.36
24943;38;c;5.1;94.33
24944;22;b;4.8;134.77
24945;34;c;6.3;115.96
24946;26;b;3.3;158.59
24947;25;c;6.9;124.71
24948;31;b;4.2;164.63
24949;32;b;3.3;138.36
24950;36;c;6.3;128.88
24951;23;b;5.4;165.42
24952;32;b;3.3;136.73
24953;35;a;0.6;342.73
24954;23;b;4.5;140.8
24955;29;c;6.3;109.69
24956;26;c;6.3;122.46
24957;33;a;1.8;440.6
24958;34;b;4.2;126.15
24959;22;c;6.3;141.25
24960;32;c;6.9;104.61
24961;30;c;4.5;85.61
24962;34;c;6.6;96.8
24963;24;b;3.3;160.66
24964;38;c;7.2;106.39
24965;31;c;7.2;137.11
24966;32;a;0.9;497.45
24967;30;b;4.8;161.27
24968;23;a;1.2;276.95
24969;27;c;5.4;121.04
24970;41;a;0.3;389.23
24971;25;c;7.2;121.29
24972;22;c;5.7;164.89
24973;30;c;4.8;131.98
24974;35;a;0.3;477.45
24975;26;b;3.3;145.74
24976;38;c;6.3;124.19
24977;34;b;3.9;232.47
24978;29;c;5.1;114.84
24979;28;b;3.3;168.58
24980;31;b;4.8;201.7
24981;30;c;6.0;175.84
24982;36;c;6.6;99.38
24983;22;c;5.4;90.68
24984;38;c;4.2;128.87
24985;27;b;4.8;144.76
24986;25;c;4.5;97.34
24987;20;b;3.9;152.62
24988;28;b;4.2;136.06
24989;28;c;5.7;86.1
24990;38;c;6.6;105.8
24991;32;c;5.1;135.68
24992;32;b;3.6;192.33
24993;29;c;6.3;155.74
24994;28;b;4.2;135.64
24995;36;c;5.7;127.16
24996;25;c;5.7;104.75
24997;26;b;4.5;143.89
24998;32;c;7.5;97.95
24999;20;b;3.6;199.7
25000;44;a;1.8;454.8
25001;38;c;6.0;129.11
25002;28;b;4.8;184.83
25003;31;c;5.4;93.28
25004;29;b;4.8;146.71
25005;27;c;4.5;105.21
25006;31;c;5.1;87.92
25007;33;b;3.0;109.74
25008;38;c;6.3;88.39
25009;29;c;6.6;108.4
25010;38;c;4.8;97.28
25011;33;b;4.2;125.12
25012;33;a;0.9;423.69
25013;24;b;3.6;112.61
25014;31;b;3.3;172.26
25015;27;c;4.2;90.59
25016;26;b;4.2;119.93
25017;29;b;5.1;188.89
25018;23;b;3.3;134.29
25019;34;b;5.4;175.27
25020;40;a;1.8;283.16
25021;25;b;4.2;115.66
25022;28;c;6.9;105.91
25023;36;c;5.4;99.44
25024;24;b;4.5;137.73
25025;33;c;7.2;135.58
25026;34;b;3.6;102.1
25027;32;b;3.0;147.14
25028;38;c;4.2;151.0
25029;32;a;1.8;324.8
25030;20;b;4.5;169.92
25031;24;b;4.2;148.0
25032;37;a;1.2;579.2
25033;31;c;4.8;109.37
25034;28;b;4.2;211.47
25035;32;c;6.9;136.98
25036;28;b;3.9;183.63
25037;31;c;4.2;102.56
25038;25;c;4.2;95.22
25039;44;a;0.9;361.6
25040;44;a;1.8;403.27
25041;27;b;3.3;151.7
25042;22;b;3.3;134.9
25043;23;b;4.2;132.78
25044;27;c;4.8;105.09
25045;32;b;4.2;133.55
25046;32;c;5.7;96.24
25047;28;b;5.1;173.08
25048;30;c;6.9;108.78
25049;33;c;4.8;81.31
25050;34;b;3.9;122.12
25051;38;c;7.2;115.39
25052;32;c;6.9;104.88
25053;27;c;7.2;128.71
25054;34;b;4.5;152.9
25055;25;b;4.2;152.49
25056;33;c;6.0;103.98
25057;32;c;5.4;140.19
25058;36;a;0.9;440.38
25059;33;b;3.0;159.11
25060;30;c;6.3;106.89
25061;32;c;6.6;116.37
25062;22;c;6.0;128.7
25063;28;c;6.3;122.68
25064;32;c;6.0;108.04
25065;26;c;4.5;134.16
25066;31;a;1.2;428.69
25067;32;c;5.4;141.19
25068;39;a;0.9;414.64
25069;34;c;7.2;92.1
25070;33;b;3.0;116.94
25071;29;c;5.1;127.76
25072;29;c;7.2;114.19
25073;32;b;3.3;124.83
25074;35;a;0.3;281.11
25075;33;c;6.3;124.46
25076;27;b;5.4;160.57
25077;30;c;5.7;91.29
25078;33;c;6.6;119.96
25079;29;c;6.6;124.7
25080;33;c;4.5;114.3
25081;28;b;5.4;151.88
25082;29;c;6.9;116.3
25083;30;c;5.4;98.42
25084;36;c;6.9;133.83
25085;30;c;7.5;117.28
25086;22;c;7.5;124.71
25087;32;c;5.1;114.97
25088;33;b;4.2;140.04
25089;31;c;5.4;91.13
25090;31;b;3.9;186.19
25091;30;b;3.9;155.88
25092;27;c;5.1;100.48
25093;33;b;3.6;131.72
25094;26;c;5.4;123.98
25095;25;b;4.2;114.09
25096;40;a;0.3;543.2
25097;26;c;5.4;126.44
25098;34;b;4.2;149.49
25099;31;c;5.4;119.92
25100;26;c;6.9;106.87
25101;25;b;4.5;118.79
25102;31;c;7.2;115.59
25103;25;c;5.4;105.33
25104;27;b;5.1;137.55
25105;32;c;5.1;135.98
25106;33;c;7.2;161.84
25107;20;b;4.8;132.28
25108;31;c;6.9;104.36
25109;23;a;1.2;371.64
25110;27;b;3.9;111.79
25111;22;c;6.3;125.12
25112;25;b;3.3;125.37
25113;34;c;6.6;107.72
25114;34;b;3.9;134.15
25115;22;c;4.2;91.96
25116;28;b;5.4;144.96
25117;27;b;4.8;154.02
25118;31;c;6.9;115.24
25119;32;c;5.4;158.67
25120;33;c;6.6;134.0
25121;34;c;6.0;120.08
25122;23;b;3.9;103.65
25123;22;b;4.2;145.23
25124;34;b;4.8;150.71
25125;34;b;3.6;131.34
25126;31;c;5.1;142.43
25127;24;b;3.6;111.94
25128;31;c;4.5;117.93
25129;28;b;4.2;134.76
25130;20;b;5.1;154.3
25131;20;b;3.9;160.22
25132;31;c;6.6;114.48
25133;36;c;7.2;89.1
25134;28;c;6.6;126.06
25135;32;c;5.7;119.18
25136;31;c;5.1;146.95
25137;25;b;4.5;205.97
25138;27;b;5.1;134.29
25139;26;c;5.1;99.06
25140;31;c;4.8;98.94
25141;34;c;6.0;112.45
25142;38;a;0.9;537.3
25143;22;c;7.5;148.63
25144;30;c;6.0;113.17
25145;28;b;4.2;123.14
25146;36;c;6.0;161.15
25147;25;b;4.2;171.46
25148;33;c;6.3;81.02
25149;32;b;4.2;220.5
25150;26;b;3.0;187.69
25151;31;c;5.7;107.89
25152;25;b;3.6;153.33
25153;20;b;3.3;223.37
25154;31;c;5.1;133.53
25155;32;c;5.7;92.49
25156;28;b;3.9;106.59
25157;30;b;3.9;121.3
25158;27;b;3.0;164.55
25159;34;b;3.6;107.3
25160;38;c;6.6;126.08
25161;25;c;7.2;94.0
25162;31;a;0.3;386.07
25163;26;b;4.2;125.21
25164;33;c;5.4;127.64
25165;20;b;3.3;173.8
25166;25;b;4.2;97.43
25167;29;a;0.6;286.42
25168;28;c;6.0;115.24
25169;29;b;4.2;168.88
25170;38;c;6.9;122.11
25171;29;c;6.9;126.1
25172;28;c;7.2;90.36
25173;22;c;6.3;126.68
25174;26;b;4.8;143.36
25175;31;c;7.5;110.65
25176;22;b;3.9;162.14
25177;24;b;5.4;123.12
25178;28;c;7.2;126.0
25179;31;c;4.8;102.89
25180;36;c;4.8;121.22
25181;29;b;3.6;126.11
25182;29;b;3.9;140.51
25183;32;b;4.2;138.35
25184;32;c;6.0;120.42
25185;31;c;7.5;99.09
25186;31;c;6.6;122.47
25187;34;c;7.5;139.67
25188;25;b;4.8;111.51
25189;30;c;7.2;140.75
25190;25;c;5.4;136.69
25191;31;c;4.8;108.67
25192;34;b;3.3;156.29
25193;31;c;4.5;77.95
25194;31;b;3.3;127.12
25195;26;b;3.3;151.8
25196;32;b;3.9;146.37
25197;20;b;5.4;127.78
25198;33;b;4.2;90.76
25199;33;c;5.4;121.43
25200;27;b;5.4;192.36
25201;27;b;3.0;124.47
25202;25;c;7.2;116.77
25203;26;c;4.5;114.64
25204;28;b;3.6;143.42
25205;25;b;3.9;136.08
25206;32;c;4.5;105.46
25207;27;b;4.5;173.52
25208;32;b;4.2;163.12
25209;33;b;3.3;212.0
25210;33;b;5.4;175.68
25211;30;c;4.5;125.32
25212;31;c;7.5;94.45
25213;29;b;3.0;174.31
25214;31;a;1.5;518.4
25215;20;b;3.9;132.19
25216;27;c;4.8;106.35
25217;29;a;1.5;277.06
25218;20;b;3.3;168.22
25219;39;a;1.8;499.27
25220;38;c;6.9;114.96
25221;22;c;6.9;110.67
25222;23;b;3.3;134.06
25223;30;b;3.9;114.0
25224;25;c;6.6;128.06
25225;23;a;0.9;491.09
25226;22;c;6.9;136.34
25227;22;c;6.0;113.68
25228;36;c;5.1;108.36
25229;23;a;0.6;378.93
25230;25;c;6.0;147.67
25231;23;a;1.5;392.71
25232;38;a;0.6;283.95
25233;40;a;1.2;394.71
25234;32;b;3.3;109.24
25235;34;b;3.6;149.86
25236;24;b;4.5;154.68
25237;30;b;3.3;121.95
25238;25;b;4.2;120.95
25239;33;c;5.4;138.2
25240;33;c;5.4;97.75
25241;30;c;4.8;118.11
25242;26;b;3.3;116.98
25243;26;c;6.0;138.55
25244;27;b;3.0;133.2
25245;34;c;5.1;127.71
25246;33;a;1.2;451.45
25247;33;b;3.9;144.0
25248;38;a;0.9;379.36
25249;26;c;5.7;110.55
25250;27;b;5.1;155.86
25251;34;c;4.5;116.85
25252;27;b;4.2;180.37
25253;23;b;4.8;125.47
25254;31;a;1.8;477.27
25255;29;c;5.7;142.67
25256;32;c;5.7;134.17
25257;34;c;4.2;112.65
25258;30;b;4.2;130.0
25259;33;c;6.9;110.96
25260;23;b;5.4;147.24
25261;33;b;5.1;171.83
25262;38;c;6.6;128.78
25263;20;b;3.0;129.81
25264;37;a;0.3;448.58
25265;32;c;6.3;132.63
25266;30;c;4.8;111.74
25267;38;c;5.7;125.65
25268;28;c;6.6;93.67
25269;32;c;5.4;152.38
25270;28;b;4.2;192.58
25271;22;b;3.3;154.59
25272;24;b;3.6;174.77
25273;30;c;6.6;87.91
25274;20;b;4.8;134.41
25275;33;a;1.5;393.77
25276;25;c;6.0;127.18
25277;38;c;6.3;126.88
25278;26;c;6.0;105.84
25279;28;c;7.5;130.56
25280;31;c;6.0;78.21
25281;25;c;6.9;107.27
25282;34;c;4.8;131.06
25283;25;b;3.0;189.46
25284;32;c;6.3;146.86
25285;29;c;6.0;104.22
25286;28;b;3.9;112.98
25287;31;c;4.5;126.26
25288;40;a;1.5;552.7
25289;36;a;0.6;282.5
25290;25;c;6.0;128.09
25291;36;c;5.4;93.79
25292;24;b;3.3;150.3
25293;22;c;7.2;96.59
25294;32;c;4.8;99.73
25295;28;b;3.3;160.76
25296;32;c;6.9;145.31
25297;26;c;5.7;116.9
25298;34;a;1.2;283.35
25299;27;c;5.1;110.32
25300;28;c;5.7;143.29
25301;29;a;1.5;315.8
25302;32;a;1.5;318.71
25303;40;a;1.5;465.55
25304;32;c;5.4;158.61
25305;25;c;6.9;114.4
25306;31;c;4.5;119.68
25307;31;c;4.8;142.34
25308;33;c;7.5;127.98
25309;25;b;4.8;112.02
25310;28;c;6.6;110.06
25311;28;c;6.0;107.3
25312;23;b;5.4;133.73
25313;36;c;6.0;81.82
25314;38;c;7.2;125.45
25315;28;c;4.2;108.55
25316;33;b;3.9;121.16
25317;30;c;7.5;109.07
25318;26;c;4.2;101.67
25319;26;b;5.1;139.35
25320;22;c;6.3;133.59
25321;30;c;5.4;103.25
25322;40;a;1.8;371.4
25323;30;c;7.5;117.12
25324;31;c;5.4;144.26
25325;32;c;4.8;123.71
25326;28;c;5.4;97.85
25327;29;c;5.7;124.25
25328;25;b;4.8;160.76
25329;34;b;3.3;149.34
25330;33;c;6.6;146.25
25331;31;b;4.2;163.26
25332;30;c;6.9;111.85
25333;26;c;7.5;110.73
25334;23;b;4.2;197.31
25335;34;b;4.5;155.78
25336;38;c;5.7;111.88
25337;22;c;7.2;149.67
25338;34;c;6.0;103.31
25339;25;c;6.6;128.86
25340;33;a;0.6;287.0
25341;33;c;5.4;126.76
25342;34;c;6.9;115.63
25343;31;c;5.1;142.38
25344;28;c;6.6;87.43
25345;20;b;4.5;166.76
25346;25;c;6.0;94.33
25347;31;c;4.2;101.81
25348;34;b;3.0;196.94
25349;27;c;6.6;135.12
25350;30;c;7.5;93.45
25351;30;b;3.3;123.17
25352;36;c;5.1;133.27
25353;27;c;4.5;135.98
25354;30;c;4.5;121.77
25355;33;c;6.6;176.13
25356;29;c;5.1;129.16
25357;29;c;4.5;129.6
25358;25;b;3.3;171.24
25359;32;b;3.3;110.22
25360;26;b;4.8;178.73
25361;33;b;3.3;130.1
25362;27;b;3.9;140.16
25363;28;c;7.2;130.11
25364;23;b;3.6;127.16
25365;31;c;5.1;135.67
25366;26;b;5.1;130.58
25367;34;b;4.8;165.1
25368;41;a;1.8;461.27
25369;28;c;6.3;99.94
25370;23;b;3.3;110.84
25371;38;a;1.5;228.89
25372;36;c;4.8;158.98
25373;32;a;1.5;349.0
25374;33;b;3.9;179.2
25375;41;a;1.8;412.15
25376;34;c;5.4;138.27
25377;30;c;5.4;129.31
25378;30;a;0.3;327.41
25379;22;b;3.0;113.94
25380;32;b;3.3;151.52
25381;29;c;6.0;112.25
25382;27;c;4.8;115.56
25383;33;c;5.1;100.02
25384;26;c;4.8;88.23
25385;34;a;1.8;280.84
25386;32;c;5.7;159.52
25387;31;c;5.4;150.3
25388;28;c;5.7;97.46
25389;29;c;6.6;114.42
25390;27;c;4.5;142.16
25391;28;c;4.2;128.21
25392;34;b;3.6;170.16
25393;27;b;4.2;159.23
25394;25;c;6.3;96.67
25395;32;c;4.8;115.77
25396;29;c;5.7;116.32
25397;25;c;6.9;105.36
25398;36;c;4.2;111.24
25399;23;a;0.6;478.92
25400;36;c;7.2;116.89
25401;34;c;6.6;114.71
25402;38;a;0.3;347.27
25403;22;c;6.3;95.06
25404;28;c;6.6;86.35
25405;28;c;5.7;98.97
25406;26;c;6.9;110.41
25407;34;c;4.5;143.22
25408;25;c;6.0;105.83
25409;22;b;4.2;104.53
25410;24;b;4.8;137.86
25411;22;c;4.5;92.45
25412;20;b;4.8;170.07
25413;36;a;0.9;392.45
25414;31;c;6.3;135.84
25415;25;b;3.9;123.71
25416;26;c;4.5;97.75
25417;36;c;6.3;93.35
25418;25;b;4.8;171.91
25419;34;c;5.7;130.07
25420;29;c;6.6;128.3
